Account,Date,daily_pnl,total_trades,closed_trades,wins,avg_trade_size_usd,win_rate,Broad_Sentiment,size_segment
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,2025-04-25,-2650.0,22,22,0,2502.2713636363637,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-20,0.0,4,0,0,7075.4425,0.0,Neutral,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-24,0.0,1,0,0,6113.57,0.0,Neutral,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-25,0.0,3,0,0,917.6733333333333,0.0,Greed,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-26,0.0,5,0,0,6654.302000000001,0.0,Neutral,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-27,0.0,46,0,0,567.4939130434783,0.0,Greed,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-28,0.0,4,0,0,7299.8025,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-09-30,0.0,96,0,0,389.4682291666666,0.0,Greed,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-10-25,8692.0,5,5,5,4659.2,1.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-11-29,573.585288,1,1,1,573.59,1.0,Greed,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-12,0.0,17,0,0,1397.385294117647,0.0,Greed,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-13,0.0,30,0,0,2951.8799999999997,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-14,0.0,43,0,0,2042.2541860465114,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-15,0.0,8,0,0,2812.5,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-16,0.0,41,0,0,1561.8182926829268,0.0,Greed,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-17,0.0,14,0,0,3150.0064285714284,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-18,0.0,31,0,0,3206.451290322581,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-19,0.0,1,0,0,24880.0,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-20,0.0,28,0,0,4121.142857142857,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-23,0.0,35,0,0,3422.0648571428574,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-25,0.0,1,0,0,28677.0,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-27,0.0,6,0,0,9450.001666666667,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-28,0.0,34,0,0,2406.462941176471,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-29,0.0,14,0,0,5006.2699999999995,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2024-12-30,0.0,15,0,0,2392.239333333333,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-02,0.0,3,0,0,8894.193333333335,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-03,0.0,6,0,0,6065.75,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-04,0.0,1,0,0,2128.95,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-05,0.0,8,0,0,2863.6875,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-06,0.0,25,0,0,2910.8484000000003,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-09,10647.977,1,1,1,38563.98,1.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-24,0.0,2,0,0,2258.9,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-25,0.0,14,0,0,3981.5714285714284,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-26,262.95,55,16,16,1671.9961818181819,1.0,Greed,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-27,0.0,1,0,0,11300.0,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-01-28,1474.79,70,38,38,1620.264857142857,1.0,Greed,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-02,0.0,37,0,0,837.1502702702703,0.0,Greed,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-04,0.0,1,0,0,15000.0,0.0,Greed,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-07,0.0,54,0,0,772.9157407407408,0.0,Fear,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-10,0.0,24,0,0,2206.1225,0.0,Fear,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-14,0.0,5,0,0,3058.91,0.0,Neutral,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-15,0.0,7,0,0,1628.5714285714287,0.0,Neutral,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-16,0.0,6,0,0,1650.0,0.0,Neutral,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-18,0.0,9,0,0,701.2211111111111,0.0,Neutral,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-21,0.0,18,0,0,374.33,0.0,Greed,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-22,0.0,14,0,0,1038.095,0.0,Neutral,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-25,81776.7151,137,136,136,1940.033503649635,1.0,Fear,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-26,8230.0,1,1,1,23710.0,1.0,Fear,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-27,8517.7655,13,13,13,2059.193846153846,1.0,Fear,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-02-28,15700.5,3,2,2,7567.57,1.0,Fear,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-01,0.0,14,0,0,791.3578571428571,0.0,Fear,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-02,10915.212,25,25,25,1366.0404,1.0,Fear,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-03,17247.427499999998,16,10,10,3784.509375,1.0,Fear,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-04,169132.29611,155,154,77,3030.0763225806454,0.5,Fear,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-07,0.0,10,0,0,496.50100000000003,0.0,Fear,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-08,0.0,7,0,0,480.2857142857143,0.0,Fear,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-09,0.0,21,0,0,232.88047619047617,0.0,Fear,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-10,-2680.0,35,17,0,678.8711428571429,0.0,Fear,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-03-15,0.0,1,0,0,5925.5,0.0,Neutral,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-12,-3546.9,12,9,0,1581.1591666666666,0.0,Fear,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-13,-4526.698469,5,5,0,2040.0,0.0,Neutral,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-14,7848.0,3,3,3,2675.8333333333335,1.0,Fear,High Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-15,6335.6,6,6,6,1444.0666666666666,1.0,Fear,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-16,14609.800000000001,44,44,44,825.0,1.0,Fear,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-20,18374.63,55,55,47,1135.2727272727273,0.8545454545454545,Fear,Low Size
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,2025-04-21,-9046.14,17,17,7,1703.0882352941176,0.4117647058823529,Fear,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-19,-0.20400000000000001,9,4,1,169.64555555555555,0.25,Neutral,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-22,1166.248788,48,26,14,1125.4704166666668,0.5384615384615384,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-26,90.2,2,1,1,4627.9,1.0,Neutral,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-01-29,1.71544,2,1,1,1034.4299999999998,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-14,3639.3031690000003,88,80,79,2478.8488636363636,0.9875,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-15,1024.70728,52,49,49,1469.9592307692308,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-16,5491.768834,170,146,146,2730.2580588235296,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-17,1670.012358,64,54,54,3161.86234375,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-18,477.6248299999999,97,68,61,1619.0532989690723,0.8970588235294118,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-19,4325.827543,95,76,76,2488.1485263157892,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-20,3053.31353,35,28,27,3363.1262857142856,0.9642857142857143,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-21,1858.7985700000002,21,15,15,4668.662857142857,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-22,3894.1050699999996,86,54,40,4279.456162790698,0.7407407407407407,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-23,1418.55293,143,138,137,776.966013986014,0.9927536231884058,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-25,-30.7705,5,2,0,896.0260000000001,0.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-26,4416.8473,37,34,34,5180.734324324325,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-27,312.130593,55,35,19,3759.7450909090912,0.5428571428571428,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-28,2503.747235,45,39,39,3802.380666666667,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-02-29,8493.192736,109,97,97,3402.198532110092,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-01,8244.241409,137,128,128,3452.370072992701,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-02,1674.715167,24,21,21,2510.5745833333335,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-03,8361.086245,79,54,54,4946.1478481012655,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-04,26773.771643,287,257,253,5485.087665505226,0.9844357976653697,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-05,19791.026041,180,163,163,4676.724,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-06,6814.825139,82,72,72,3990.4636585365856,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-08,4271.886236,67,59,59,2740.047462686567,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-09,9949.501624,117,107,97,5625.459401709401,0.9065420560747663,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-10,2482.9272,42,38,29,5237.472619047619,0.7631578947368421,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-11,3588.179495,42,39,39,4202.844047619047,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-12,3039.166,8,7,7,12880.10625,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-14,3400.385378,17,15,15,11756.876470588235,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-15,5509.2545,35,32,32,7132.707714285714,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-17,73.61088,7,6,6,705.8557142857143,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-18,1244.6384,6,5,5,8540.285,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-19,842.799493,10,5,5,18098.891,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-20,2593.147623,59,56,56,2446.8210169491526,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-21,2097.182,23,22,22,4256.877391304348,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-24,1297.018477,19,15,15,4873.274210526315,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-26,3195.3074,111,109,109,1572.7824324324324,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-27,-38.78086,11,7,0,1163.5172727272727,0.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-28,227.85100799999998,10,9,9,1530.983,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-03-30,1100.57514,45,44,44,2246.753777777778,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-01,2507.122467,48,41,40,4260.021458333334,0.975609756097561,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-03,126.7884,2,1,1,3443.955,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-05,5296.433789,82,75,75,3723.111585365854,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-08,1218.4267,2,1,1,24387.135,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-12,2237.798674,93,86,71,2815.611935483871,0.8255813953488372,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-13,6621.451755,71,61,61,4651.021830985916,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-14,461.97292000000004,43,33,30,1637.1216279069768,0.9090909090909091,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-15,3774.08872,38,35,35,6344.664210526315,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-16,2467.702221,46,43,43,3952.523695652174,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-17,2441.4683999999997,14,13,13,6968.785000000001,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-04-23,360.32138,12,4,4,3366.369166666667,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-03,-13.844579999999999,7,3,1,47.215714285714284,0.3333333333333333,Neutral,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-05,0.916,2,1,1,41.15,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-07,0.0,1,0,0,47.59,0.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-08,1.56576,3,2,1,46.46,0.5,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-05-23,0.0,1,0,0,10.56,0.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-06-13,-1.40304,1,1,0,11.97,0.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-09,0.01574,7,3,3,16.731428571428573,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-10,3634.56814,153,147,147,1401.238888888889,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-11,1567.4026840000001,23,11,8,7024.881304347826,0.7272727272727273,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-12,323.34897900000016,52,29,4,3563.27,0.13793103448275862,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-13,8276.625256,26,25,25,4533.178461538461,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-14,-33.03286,36,11,1,1667.6102777777778,0.09090909090909091,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-15,126.32543000000001,14,13,13,469.7357142857143,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-16,758.93225,10,8,4,5082.063,0.5,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-17,3146.294798,67,64,64,1978.6264179104478,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-18,2507.193252,115,110,109,1492.9519130434783,0.990909090909091,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-19,13027.2866,235,214,205,2927.3372765957447,0.9579439252336449,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-20,3509.273443,219,204,197,1042.2276712328767,0.9656862745098039,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-21,24.404600000000002,8,4,4,1607.23625,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2024-12-23,657.693565,51,50,50,1163.6007843137254,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-02,3429.9583199999997,53,50,50,3870.1449056603774,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-07,11206.706221,232,221,221,2729.2947413793104,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-08,3710.36178,49,45,45,4625.799183673469,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-13,3944.7294389999997,50,47,47,4342.4238000000005,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-14,104.68064,9,4,4,4696.798888888889,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-18,-3249.381438,33,23,7,7728.827272727272,0.30434782608695654,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-20,16210.341667,409,395,395,1671.0059413202935,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-22,548.62199,35,34,34,2301.3917142857144,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-24,3540.716915,137,129,129,1282.6185401459854,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-27,2582.715893,128,122,122,1981.91671875,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-28,1150.332823,37,34,34,3275.1991891891894,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-29,45.381082,36,28,28,1330.8616666666667,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-30,5049.257348,134,110,110,2169.4271641791042,1.0,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-01-31,6216.099195999999,172,152,120,2295.991569767442,0.7894736842105263,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-01,9609.447365,148,115,114,4026.3325675675674,0.991304347826087,Greed,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-03,14982.681725,351,330,263,2940.937606837607,0.796969696969697,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-04,1985.815595,76,74,74,1605.050657894737,1.0,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-05,14.590934,20,15,15,2107.2529999999997,1.0,Neutral,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-06,2055.538866,73,37,20,4675.59698630137,0.5405405405405406,Neutral,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-07,2648.450789,58,51,41,3997.0581034482757,0.803921568627451,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-08,235.47104,2,1,1,6882.275,1.0,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-09,627.556755,71,66,66,1530.2932394366196,1.0,Neutral,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-10,990.674468,58,35,35,2647.6505172413795,1.0,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-11,1053.5230999999999,5,3,3,7386.992,1.0,Neutral,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-12,-22303.603584,118,100,28,2953.0322881355933,0.28,Neutral,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-13,2390.12335,101,84,84,1278.79198019802,1.0,Neutral,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-15,462.740727,28,19,19,3875.14,1.0,Neutral,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-16,14.54605,5,1,1,341.232,1.0,Neutral,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-18,3112.721339,131,127,106,2398.0035877862597,0.8346456692913385,Neutral,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-19,770.462266,221,208,154,1613.0980995475113,0.7403846153846154,Fear,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-20,1727.154021,69,65,65,2101.7873913043477,1.0,Neutral,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-21,2720.828056,188,149,121,1504.8432978723404,0.8120805369127517,Greed,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-22,1437.17482,121,82,80,2194.715289256198,0.975609756097561,Neutral,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-23,1001.2053860000001,125,99,98,2364.3752000000004,0.98989898989899,Neutral,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-25,3622.6256409999996,79,76,76,2395.0187341772153,1.0,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-02-26,5303.037252,86,81,80,3985.245697674419,0.9876543209876543,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-02,948.6016900000001,12,11,11,3923.564166666667,1.0,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-03,-370.250064,101,68,61,1018.7064356435644,0.8970588235294118,Fear,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-05,-5843.04,2,1,0,42921.479999999996,0.0,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-08,556.480533,18,17,17,1573.7972222222222,1.0,Fear,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-11,23670.188163,170,161,161,3202.6863529411767,1.0,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-12,788.209533,24,21,21,2053.1325,1.0,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-13,216.69714,20,1,1,3998.917,1.0,Neutral,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-15,500.116094,33,30,7,1352.128787878788,0.23333333333333334,Neutral,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-16,941.32505,15,14,14,2071.034666666667,1.0,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-17,5845.632627,152,146,146,1292.3644736842105,1.0,Fear,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-18,82.269533,14,10,10,610.3228571428572,1.0,Fear,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-19,106.886191,43,42,39,1166.1046511627908,0.9285714285714286,Fear,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-20,646.76766,32,31,31,965.8490625,1.0,Neutral,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-22,4462.921835,63,61,61,968.4492063492064,1.0,Fear,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-24,80.95313,26,23,22,179.39076923076925,0.9565217391304348,Neutral,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-25,520.971268,29,27,26,2614.2506896551727,0.9629629629629629,Neutral,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-26,96.945218,79,27,25,1384.9248101265823,0.9259259259259259,Neutral,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-29,133.123947,83,81,66,507.97253012048196,0.8148148148148148,Fear,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-03-31,1239.24045,52,51,51,952.425,1.0,Fear,Low Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-02,90.98474,11,9,9,2925.4536363636366,1.0,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-06,3370.85855,39,36,36,3952.829230769231,1.0,Fear,High Size
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2025-04-08,948.85929,43,42,42,1116.5534883720932,1.0,Fear,Low Size
